season,week,home_team,away_team,rating_diff,home_field,rest_diff,actual_margin,actual_home_win
2016,4,NYJ,SEA,0.0380617450056159,1.0,0,-10.0,False
2016,4,WAS,CLE,0.1861255426043654,1.0,0,11.0,True
2016,4,TB,DEN,-0.0633173713410927,1.0,0,-20.0,False
2016,4,ARI,LA,0.2534232650312145,1.0,0,-4.0,False
2016,4,SF,DAL,-0.061313072611672,1.0,0,-7.0,False
2016,4,PIT,KC,0.0274269494273516,1.0,0,29.0,True
2016,4,MIN,NYG,0.125824868805625,1.0,0,14.0,True
2016,5,SF,ARI,-0.1293303685126117,1.0,0,-12.0,False
2016,5,BAL,WAS,-0.2063774116506926,1.0,0,-6.0,False
2016,5,CLE,NE,-0.2489581926063059,1.0,0,-20.0,False
2016,5,DET,PHI,-0.1678306925450514,1.0,-7,1.0,True
2016,5,IND,CHI,-0.0988224410065163,1.0,0,6.0,True
2016,5,MIA,TEN,-0.0016376061624736,1.0,3,-13.0,False
2016,5,MIN,HOU,0.0728562906170983,1.0,-1,18.0,True
2016,5,PIT,NYJ,0.1067535936486592,1.0,0,18.0,True
2016,5,DEN,ATL,-0.2105506083005689,1.0,0,-7.0,False
2016,5,DAL,CIN,0.1293512073784878,1.0,-3,14.0,True
2016,5,LA,BUF,-0.1569976475398629,1.0,0,-11.0,False
2016,5,GB,NYG,0.0560584758079509,1.0,8,7.0,True
2016,5,CAR,TB,0.0450078752126516,1.0,0,-3.0,False
2016,6,BUF,SF,0.168202190417293,1.0,-3,29.0,True
2016,6,CHI,JAX,0.2292592489981277,1.0,-7,-1.0,False
2016,6,DET,LA,0.0516415792708678,1.0,0,3.0,True
2016,6,MIA,PIT,-0.2566996925070226,1.0,0,15.0,True
2016,6,NE,CIN,0.3396519328585127,1.0,0,18.0,True
2016,6,NO,CAR,-0.0341185432833618,1.0,8,3.0,True
2016,6,NYG,BAL,0.0785221263861398,1.0,0,4.0,True
2016,6,TEN,CLE,0.0624215751217315,1.0,0,2.0,True
2016,6,WAS,PHI,0.1314439599924031,1.0,0,7.0,True
2016,6,GB,DAL,-0.122088065499722,1.0,0,-14.0,False
2016,6,SEA,ATL,-0.2032978986973176,1.0,7,2.0,True
2016,6,HOU,IND,0.0601766641600264,1.0,0,3.0,True
2016,6,ARI,NYJ,0.0739242420061809,1.0,3,25.0,True
2016,7,GB,CHI,-0.0624216644203298,1.0,0,16.0,True
