season,date,game_key,pitcher,team,opponent,started,finished,outs,pitches,runs,er,h,hr,bb,so
2024,2024-04-28,SFN202404280,nicok001,PIT,SFN,0,1,3,15,0,0,0,0,0,2
2024,2024-04-28,SFN202404280,ortil003,PIT,SFN,0,0,6,34,0,0,2,0,0,3
2024,2024-04-28,SFN202404280,walkr001,SFN,PIT,0,0,3,11,0,0,0,0,0,1
2024,2024-04-28,SFN202404280,winnk001,SFN,PIT,1,0,18,80,1,1,3,0,1,5
2024,2024-04-28,TEX202404280,abboa001,CIN,TEX,1,0,16,85,4,4,6,2,0,7
2024,2024-04-28,TEX202404280,dunnd001,TEX,CIN,1,0,16,69,2,1,3,0,0,10
2024,2024-04-28,TEX202404280,latzj001,TEX,CIN,0,0,3,8,0,0,0,0,0,0
2024,2024-04-28,TEX202404280,pagae001,CIN,TEX,0,0,3,24,0,0,0,0,2,1
2024,2024-04-28,TEX202404280,robed002,TEX,CIN,0,0,3,22,0,0,0,0,0,3
2024,2024-04-28,TEX202404280,sborj002,TEX,CIN,0,0,2,22,1,0,2,0,0,1
2024,2024-04-28,TEX202404280,simsl001,CIN,TEX,0,0,2,9,0,0,0,0,1,0
2024,2024-04-28,TEX202404280,wilsj004,CIN,TEX,0,1,3,12,0,0,0,0,0,3
2024,2024-04-28,TEX202404280,yatek001,TEX,CIN,0,1,3,24,0,0,1,0,1,1
2024,2024-04-28,TOR202404280,crisn001,LAN,TOR,0,1,3,8,0,0,1,0,0,0
2024,2024-04-28,TOR202404280,garcy001,TOR,LAN,0,0,2,20,0,0,1,0,2,1
2024,2024-04-28,TOR202404280,gausk001,TOR,LAN,1,0,21,93,1,1,5,1,0,5
2024,2024-04-28,TOR202404280,grovm001,LAN,TOR,1,0,6,34,3,3,4,1,0,3
2024,2024-04-28,TOR202404280,mayzt001,TOR,LAN,0,0,1,8,0,0,0,0,0,0
2024,2024-04-28,TOR202404280,romaj004,TOR,LAN,0,1,3,11,0,0,0,0,0,2
2024,2024-04-28,TOR202404280,vesia001,LAN,TOR,0,0,3,20,0,0,1,0,1,1
2024,2024-04-28,TOR202404280,yarbr001,LAN,TOR,0,0,12,54,0,0,2,0,0,2
2024,2024-04-29,ANA202404290,canng001,ANA,PHI,1,0,15,86,4,4,3,0,5,1
2024,2024-04-29,ANA202404290,cimba001,ANA,PHI,0,0,3,24,0,0,1,0,2,0
2024,2024-04-29,ANA202404290,domis001,PHI,ANA,0,0,3,23,2,2,3,0,0,1
2024,2024-04-29,ANA202404290,estec001,ANA,PHI,0,1,3,26,1,1,2,0,0,1
2024,2024-04-29,ANA202404290,kerko001,PHI,ANA,0,0,3,9,0,0,1,0,0,0
2024,2024-04-29,ANA202404290,moorm003,ANA,PHI,0,0,3,15,0,0,0,0,1,2
2024,2024-04-29,ANA202404290,sancc002,PHI,ANA,1,0,15,75,4,4,7,1,2,1
2024,2024-04-29,ANA202404290,sotog003,PHI,ANA,0,1,3,16,0,0,0,0,1,1
2024,2024-04-29,ANA202404290,strih001,ANA,PHI,0,0,3,22,0,0,0,0,1,0
2024,2024-04-29,ARI202404290,allel002,ARI,LAN,0,0,10,41,2,2,3,1,1,0
2024,2024-04-29,ARI202404290,henrt001,ARI,LAN,1,0,12,72,2,2,5,0,2,0
2024,2024-04-29,ARI202404290,hudsd001,LAN,ARI,0,0,3,7,0,0,0,0,0,0
2024,2024-04-29,ARI202404290,kellj001,LAN,ARI,0,0,3,16,0,0,1,0,0,0
2024,2024-04-29,ARI202404290,martj011,ARI,LAN,0,1,2,6,0,0,0,0,0,0
2024,2024-04-29,ARI202404290,mcgos001,ARI,LAN,0,0,2,19,0,0,1,0,2,0
2024,2024-04-29,ARI202404290,paxtj001,LAN,ARI,1,0,15,96,4,4,6,0,5,4
2024,2024-04-29,ARI202404290,phile001,LAN,ARI,0,1,3,12,0,0,0,0,0,1
2024,2024-04-29,ARI202404290,saala001,ARI,LAN,0,0,1,24,4,4,1,0,3,0
2024,2024-04-29,ARI202404290,vesia001,LAN,ARI,0,0,3,19,0,0,0,0,1,1
2024,2024-04-29,BAL202404290,canoy001,BAL,NYA,0,0,4,15,0,0,1,0,0,0
2024,2024-04-29,BAL202404290,could001,BAL,NYA,0,1,3,12,0,0,0,0,0,0
2024,2024-04-29,BAL202404290,fergc001,NYA,BAL,0,0,2,13,1,0,1,0,0,0
2024,2024-04-29,BAL202404290,holmc001,NYA,BAL,0,1,1,8,0,0,0,0,0,1
2024,2024-04-29,BAL202404290,perec004,BAL,NYA,0,0,3,13,0,0,1,0,0,0
2024,2024-04-29,BAL202404290,rodrg003,BAL,NYA,1,0,17,101,0,0,5,0,3,3
2024,2024-04-29,BAL202404290,santd003,NYA,BAL,0,0,4,10,0,0,0,0,0,0
2024,2024-04-29,BAL202404290,schmc002,NYA,BAL,1,0,17,92,1,1,3,1,3,5
2024,2024-04-29,CHA202404290,brebj001,CHA,MIN,0,1,3,18,1,1,2,0,0,2
2024,2024-04-29,CHA202404290,crocg001,CHA,MIN,1,0,15,77,2,2,2,1,1,7
2024,2024-04-29,CHA202404290,hillt002,CHA,MIN,0,0,1,5,0,0,0,0,0,0
2024,2024-04-29,CHA202404290,jax-g001,MIN,CHA,0,0,3,22,0,0,1,0,1,1
2024,2024-04-29,CHA202404290,kellb003,CHA,MIN,0,0,5,31,0,0,0,0,2,1
2024,2024-04-29,CHA202404290,kopem001,CHA,MIN,0,0,3,16,0,0,0,0,0,1
2024,2024-04-29,CHA202404290,ryanj002,MIN,CHA,1,0,18,86,2,2,6,0,1,3
2024,2024-04-29,CHA202404290,stewb001,MIN,CHA,0,0,3,15,0,0,0,0,0,2
2024,2024-04-29,CHA202404290,thiec001,MIN,CHA,0,1,3,19,0,0,1,0,1,2
2024,2024-04-29,MIA202404290,barnm001,WAS,MIA,0,1,3,11,0,0,0,0,0,1
2024,2024-04-29,MIA202404290,faucc001,MIA,WAS,0,0,1,12,3,0,0,0,1,0
2024,2024-04-29,MIA202404290,flord002,WAS,MIA,0,0,6,16,0,0,0,0,0,1
2024,2024-04-29,MIA202404290,irvij001,WAS,MIA,1,0,18,84,2,2,4,1,0,3
2024,2024-04-29,MIA202404290,malda001,MIA,WAS,0,0,3,12,0,0,1,0,0,0
2024,2024-04-29,MIA202404290,narda001,MIA,WAS,0,0,1,15,1,1,2,0,0,0
2024,2024-04-29,MIA202404290,ramie006,MIA,WAS,0,0,4,10,0,0,0,0,0,0
2024,2024-04-29,MIA202404290,roget003,MIA,WAS,1,0,15,89,3,3,4,1,3,3
2024,2024-04-29,MIA202404290,scott003,MIA,WAS,0,1,3,10,0,0,0,0,0,0
2024,2024-04-29,MIL202404290,adamj002,TBA,MIL,0,1,3,19,0,0,1,0,1,2
2024,2024-04-29,MIL202404290,armss001,TBA,MIL,0,0,3,13,0,0,0,0,1,1
2024,2024-04-29,MIL202404290,hudsb001,MIL,TBA,0,0,6,32,0,0,1,0,1,3
2024,2024-04-29,MIL202404290,kellk004,TBA,MIL,0,0,3,16,0,0,0,0,0,2
2024,2024-04-29,MIL202404290,megit001,MIL,TBA,0,1,3,12,0,0,1,0,0,1
2024,2024-04-29,MIL202404290,pepir001,TBA,MIL,1,0,18,87,0,0,2,0,0,7
2024,2024-04-29,MIL202404290,wilsb003,MIL,TBA,1,0,18,91,1,1,4,0,2,6
2024,2024-04-29,NYN202404290,diaze006,NYN,CHN,0,1,3,19,2,2,2,1,0,3
2024,2024-04-29,NYN202404290,leitm002,CHN,NYN,0,0,2,8,0,0,0,0,0,0
2024,2024-04-29,NYN202404290,nerih001,CHN,NYN,0,1,3,24,0,0,0,0,2,2
2024,2024-04-29,NYN202404290,sevel001,NYN,CHN,1,0,24,101,1,1,1,0,2,5
2024,2024-04-29,NYN202404290,tailj001,CHN,NYN,1,0,22,78,1,1,4,1,1,1
2024,2024-04-29,OAK202404290,boylj001,OAK,PIT,1,0,15,91,1,1,1,0,4,4
2024,2024-04-29,OAK202404290,contr001,PIT,OAK,0,0,6,41,0,0,2,0,2,3
2024,2024-04-29,OAK202404290,faltb001,PIT,OAK,1,0,15,65,5,5,6,1,0,5
2024,2024-04-29,OAK202404290,jimed002,OAK,PIT,0,0,6,22,0,0,0,0,1,2
2024,2024-04-29,OAK202404290,kellm004,OAK,PIT,0,1,6,17,0,0,1,0,0,1
2024,2024-04-29,OAK202404290,nicok001,PIT,OAK,0,1,3,30,0,0,0,0,2,2
2024,2024-04-29,SDN202404290,cosgt001,SDN,CIN,0,0,2,18,1,1,1,0,1,0
2024,2024-04-29,SDN202404290,cruzf002,CIN,SDN,0,0,3,14,0,0,0,0,0,1
2024,2024-04-29,SDN202404290,diaza004,CIN,SDN,0,1,3,23,1,1,3,0,0,2
2024,2024-04-29,SDN202404290,estrj002,SDN,CIN,0,0,6,20,0,0,0,0,0,2
2024,2024-04-29,SDN202404290,koles001,SDN,CIN,0,1,1,5,0,0,1,0,0,0
2024,2024-04-29,SDN202404290,lodon001,CIN,SDN,1,0,21,99,1,1,1,1,2,11
2024,2024-04-29,SDN202404290,waldm003,SDN,CIN,1,0,18,97,4,4,6,1,0,4
2024,2024-04-29,SEA202404290,boltc001,SEA,ATL,0,0,3,10,0,0,0,0,0,1
2024,2024-04-29,SEA202404290,friem001,ATL,SEA,1,0,18,100,0,0,0,0,2,7
2024,2024-04-29,SEA202404290,jimej003,ATL,SEA,0,0,3,27,0,0,2,0,1,2
2024,2024-04-29,SEA202404290,johnp001,ATL,SEA,0,0,3,18,0,0,0,0,0,3
2024,2024-04-29,SEA202404290,millb004,SEA,ATL,1,0,21,97,1,1,2,0,1,10
2024,2024-04-29,SEA202404290,minta001,ATL,SEA,0,1,0,7,2,2,2,1,0,0
2024,2024-04-29,SEA202404290,votha001,SEA,ATL,0,1,3,20,0,0,1,0,0,3
2024,2024-04-29,TOR202404290,anden001,KCA,TOR,0,1,3,15,0,0,2,0,0,2
2024,2024-04-29,TOR202404290,bowlj001,KCA,TOR,1,0,8,68,4,4,6,3,3,3
2024,2024-04-29,TOR202404290,cabrg001,TOR,KCA,0,0,4,21,0,0,1,0,0,2
2024,2024-04-29,TOR202404290,dufft001,KCA,TOR,0,0,5,30,1,1,2,0,0,2
2024,2024-04-29,TOR202404290,mayzt001,TOR,KCA,0,0,3,9,0,0,0,0,0,1
2024,2024-04-29,TOR202404290,pearn001,TOR,KCA,0,1,3,16,0,0,2,0,0,1
2024,2024-04-29,TOR202404290,richt001,TOR,KCA,0,0,3,14,1,1,1,1,0,1
2024,2024-04-29,TOR202404290,rodry003,TOR,KCA,1,0,11,82,3,2,6,0,3,1
2024,2024-04-29,TOR202404290,sauem001,KCA,TOR,0,0,6,37,1,1,2,0,1,1
2024,2024-04-29,TOR202404290,swane001,TOR,KCA,0,0,3,18,1,1,1,1,0,1
2024,2024-04-29,TOR202404290,zerpa001,KCA,TOR,0,0,2,6,0,0,0,0,0,0
2024,2024-04-30,ANA202404300,alvaj004,PHI,ANA,0,0,3,11,0,0,1,0,0,1
2024,2024-04-30,ANA202404300,andet002,ANA,PHI,1,0,18,92,3,3,5,1,2,6
2024,2024-04-30,ANA202404300,estec001,ANA,PHI,0,0,2,16,3,3,3,2,0,2
2024,2024-04-30,ANA202404300,garcl005,ANA,PHI,0,0,3,14,0,0,0,0,0,1
2024,2024-04-30,ANA202404300,garra001,ANA,PHI,0,1,2,18,0,0,1,0,1,1
2024,2024-04-30,ANA202404300,hoffj003,PHI,ANA,0,1,3,13,0,0,0,0,0,1
2024,2024-04-30,ANA202404300,marty001,PHI,ANA,0,0,2,18,3,1,3,1,0,0
2024,2024-04-30,ANA202404300,moorm003,ANA,PHI,0,0,2,14,1,1,2,0,0,1
2024,2024-04-30,ANA202404300,stram001,PHI,ANA,0,0,3,13,0,0,1,0,0,1
2024,2024-04-30,ANA202404300,turns003,PHI,ANA,1,0,16,98,2,2,4,1,0,6
2024,2024-04-30,ARI202404300,crisn001,LAN,ARI,0,1,3,15,2,1,1,1,0,0
2024,2024-04-30,ARI202404300,ginkk001,ARI,LAN,0,0,3,18,0,0,0,0,0,0
2024,2024-04-30,ARI202404300,grovm001,LAN,ARI,0,0,3,25,0,0,1,0,1,2
2024,2024-04-30,ARI202404300,hudsd001,LAN,ARI,0,0,3,18,1,1,3,0,0,0
2024,2024-04-30,ARI202404300,hughb002,ARI,LAN,1,0,3,17,0,0,1,0,0,2
2024,2024-04-30,ARI202404300,jarvb001,ARI,LAN,0,0,9,41,0,0,1,0,1,4
2024,2024-04-30,ARI202404300,kellj001,LAN,ARI,0,0,3,11,0,0,1,0,0,1
2024,2024-04-30,ARI202404300,knacl001,LAN,ARI,1,0,15,64,1,1,4,1,1,2
2024,2024-04-30,ARI202404300,mantj002,ARI,LAN,0,0,5,24,1,1,2,0,0,2
2024,2024-04-30,ARI202404300,martj011,ARI,LAN,0,0,1,18,1,1,1,0,2,0
2024,2024-04-30,ARI202404300,mcgos001,ARI,LAN,0,1,3,20,1,0,0,0,2,0
2024,2024-04-30,ARI202404300,thomr007,ARI,LAN,0,0,6,21,0,0,0,0,1,1
2024,2024-04-30,BAL202404300,akink001,BAL,NYA,0,0,2,10,0,0,1,0,0,1
2024,2024-04-30,BAL202404300,cortn001,NYA,BAL,1,0,18,92,4,4,8,0,2,5
2024,2024-04-30,BAL202404300,kremd001,BAL,NYA,1,0,21,93,2,2,4,2,4,4
2024,2024-04-30,BAL202404300,weavl001,NYA,BAL,0,1,6,25,0,0,1,0,0,3
2024,2024-04-30,BAL202404300,webbj002,BAL,NYA,0,1,4,15,0,0,0,0,0,3
2024,2024-04-30,BOS202404300,bernb001,BOS,SFN,0,0,2,16,0,0,0,0,0,0
2024,2024-04-30,BOS202404300,crisc002,BOS,SFN,1,0,15,79,0,0,2,0,1,4
2024,2024-04-30,BOS202404300,hjels001,SFN,BOS,0,0,4,16,0,0,1,0,0,1
2024,2024-04-30,BOS202404300,kellz001,BOS,SFN,0,0,3,20,0,0,0,0,0,2
2024,2024-04-30,BOS202404300,roget001,SFN,BOS,0,0,3,13,0,0,0,0,1,2
2024,2024-04-30,BOS202404300,roupl001,SFN,BOS,0,1,6,45,0,0,1,0,2,4
2024,2024-04-30,BOS202404300,slatj002,BOS,SFN,0,1,3,17,0,0,2,0,0,1
2024,2024-04-30,BOS202404300,webbl001,SFN,BOS,1,0,11,91,4,4,9,0,3,4
2024,2024-04-30,BOS202404300,weisg001,BOS,SFN,0,0,4,18,0,0,0,0,0,3
2024,2024-04-30,CHA202404300,bankt001,CHA,MIN,0,0,2,13,1,1,2,0,0,0
2024,2024-04-30,CHA202404300,berrp001,CHA,MIN,0,0,1,8,0,0,0,0,0,0
2024,2024-04-30,CHA202404300,duraj002,MIN,CHA,0,1,3,15,0,0,1,0,0,1
2024,2024-04-30,CHA202404300,fundk001,MIN,CHA,0,0,6,30,2,2,2,1,0,1
2024,2024-04-30,CHA202404300,jackj001,MIN,CHA,0,0,4,14,0,0,0,0,0,1
2024,2024-04-30,CHA202404300,kopem001,CHA,MIN,0,1,3,22,1,1,1,0,1,1
2024,2024-04-30,CHA202404300,leasj001,CHA,MIN,0,0,2,19,2,2,2,0,1,1
2024,2024-04-30,CHA202404300,leond003,CHA,MIN,0,0,3,16,0,0,1,0,0,2
2024,2024-04-30,CHA202404300,sandc001,MIN,CHA,0,0,1,13,1,1,2,1,0,1
2024,2024-04-30,CHA202404300,sorom001,CHA,MIN,1,0,13,67,2,2,3,0,2,3
2024,2024-04-30,CHA202404300,thiec001,MIN,CHA,0,0,2,2,0,0,0,0,0,0
2024,2024-04-30,CHA202404300,wilss002,CHA,MIN,0,0,3,19,0,0,0,0,0,1
2024,2024-04-30,CHA202404300,woods002,MIN,CHA,1,0,11,81,2,1,7,0,2,2
2024,2024-04-30,DET202404301,chafa001,DET,SLN,0,0,2,11,0,0,1,0,0,0
2024,2024-04-30,DET202404301,flahj002,DET,SLN,1,0,20,93,0,0,2,0,1,14
2024,2024-04-30,DET202404301,folej001,DET,SLN,0,0,2,9,0,0,1,0,0,0
2024,2024-04-30,DET202404301,gibsk002,SLN,DET,1,0,21,98,1,1,4,1,2,9
2024,2024-04-30,DET202404301,helsr001,SLN,DET,0,1,3,10,0,0,0,0,0,2
2024,2024-04-30,DET202404301,libem001,SLN,DET,0,0,3,12,0,0,0,0,0,2
2024,2024-04-30,DET202404301,mills001,DET,SLN,0,1,3,20,2,2,3,0,0,1
2024,2024-04-30,DET202404302,faeda001,DET,SLN,0,0,6,44,1,1,3,0,1,3
2024,2024-04-30,DET202404302,fernr001,SLN,DET,0,0,4,25,1,1,1,1,1,2
2024,2024-04-30,DET202404302,gallg001,SLN,DET,0,0,0,23,4,4,2,1,2,0
2024,2024-04-30,DET202404302,holtt002,DET,SLN,0,0,3,18,1,1,1,1,1,0
2024,2024-04-30,DET202404302,langa001,DET,SLN,0,1,4,20,0,0,0,0,1,1
2024,2024-04-30,DET202404302,leahk001,SLN,DET,0,0,4,25,2,2,2,0,0,0
2024,2024-04-30,DET202404302,mannm001,DET,SLN,1,0,14,89,4,4,7,1,2,7
2024,2024-04-30,DET202404302,matzs001,SLN,DET,1,0,10,73,4,4,7,1,2,1
2024,2024-04-30,DET202404302,roben002,SLN,DET,0,1,6,39,0,0,2,0,1,3
2024,2024-04-30,HOU202404300,abreb002,HOU,CLE,0,0,3,21,0,0,0,0,2,2
2024,2024-04-30,HOU202404300,barls001,CLE,HOU,0,0,2,8,0,0,1,0,0,1
2024,2024-04-30,HOU202404300,browh001,HOU,CLE,1,0,16,97,6,6,5,2,2,7
2024,2024-04-30,HOU202404300,carrc003,CLE,HOU,1,0,12,76,8,8,6,2,2,3
2024,2024-04-30,HOU202404300,clase001,CLE,HOU,0,0,3,14,0,0,1,0,0,0
2024,2024-04-30,HOU202404300,gaddh001,CLE,HOU,0,1,2,8,2,1,1,1,0,1
2024,2024-04-30,HOU202404300,hadej001,HOU,CLE,0,1,6,33,1,0,1,0,1,4
2024,2024-04-30,HOU202404300,herrt002,CLE,HOU,0,0,2,17,0,0,0,0,1,2
2024,2024-04-30,HOU202404300,montr004,HOU,CLE,0,0,2,26,2,2,1,1,0,1
2024,2024-04-30,HOU202404300,presr001,HOU,CLE,0,0,3,16,0,0,0,0,1,1
2024,2024-04-30,HOU202404300,sandn001,CLE,HOU,0,0,5,11,0,0,1,0,0,0
2024,2024-04-30,HOU202404300,smitc009,CLE,HOU,0,0,3,24,0,0,2,0,0,2
2024,2024-04-30,MIA202404300,beekj001,COL,MIA,0,1,3,29,2,1,2,0,1,1
2024,2024-04-30,MIA202404300,benda001,MIA,COL,0,0,3,17,0,0,0,0,0,1
2024,2024-04-30,MIA202404300,crond001,MIA,COL,0,0,6,34,0,0,1,0,0,3
2024,2024-04-30,MIA202404300,feltr001,COL,MIA,1,0,24,89,3,3,5,0,0,3
2024,2024-04-30,MIA202404300,lawrj002,COL,MIA,0,0,1,14,2,2,2,0,1,0
2024,2024-04-30,MIA202404300,ramie006,MIA,COL,0,0,3,10,0,0,0,0,0,2
2024,2024-04-30,MIA202404300,sancs001,MIA,COL,1,0,12,68,5,5,7,1,0,3
2024,2024-04-30,MIA202404300,scott003,MIA,COL,0,1,3,13,1,0,1,0,1,2
2024,2024-04-30,MIA202404300,smitb005,MIA,COL,0,0,3,12,0,0,0,0,1,2
2024,2024-04-30,MIL202404300,alext001,TBA,MIL,1,0,12,84,3,3,6,0,2,3
2024,2024-04-30,MIL202404300,lopej007,TBA,MIL,0,0,9,67,5,5,3,1,3,1
2024,2024-04-30,MIL202404300,milnh001,MIL,TBA,0,0,2,8,0,0,0,0,0,1
2024,2024-04-30,MIL202404300,pegue001,MIL,TBA,0,0,5,29,0,0,3,0,0,3
2024,2024-04-30,MIL202404300,peraf001,MIL,TBA,1,0,16,66,2,2,1,1,0,7
2024,2024-04-30,MIL202404300,rodrm001,TBA,MIL,0,1,3,16,0,0,1,0,0,0
2024,2024-04-30,MIL202404300,uriba001,MIL,TBA,0,0,1,3,0,0,0,0,0,0
2024,2024-04-30,MIL202404300,vieit001,MIL,TBA,0,1,3,19,0,0,1,0,0,2
2024,2024-04-30,NYN202404300,alzoa001,CHN,NYN,0,0,3,22,3,0,2,1,0,0
2024,2024-04-30,NYN202404300,assaj001,CHN,NYN,1,0,15,78,1,1,5,0,0,1
2024,2024-04-30,NYN202404300,brewc002,CHN,NYN,0,1,6,38,0,0,0,0,1,3
2024,2024-04-30,NYN202404300,garrr001,NYN,CHN,0,0,3,15,0,0,0,0,1,1
2024,2024-04-30,NYN202404300,lopej004,NYN,CHN,0,1,3,21,1,1,1,0,0,0
2024,2024-04-30,NYN202404300,manas001,NYN,CHN,1,0,15,92,1,1,3,0,4,3
2024,2024-04-30,NYN202404300,ottaa001,NYN,CHN,0,0,3,9,0,0,0,0,0,1
2024,2024-04-30,NYN202404300,reids001,NYN,CHN,0,0,3,21,0,0,0,0,1,1
2024,2024-04-30,OAK202404300,ercel001,OAK,PIT,0,0,3,14,0,0,0,0,0,3
2024,2024-04-30,OAK202404300,flemj001,PIT,OAK,0,1,6,30,2,2,2,1,1,2
2024,2024-04-30,OAK202404300,kellm003,PIT,OAK,1,0,15,96,3,3,5,1,2,7
2024,2024-04-30,OAK202404300,millm004,OAK,PIT,0,1,3,16,0,0,0,0,0,3
2024,2024-04-30,OAK202404300,ortil003,PIT,OAK,0,0,3,9,0,0,1,0,0,0
2024,2024-04-30,OAK202404300,spenm001,OAK,PIT,0,0,9,28,0,0,1,0,0,2
2024,2024-04-30,OAK202404300,wooda002,OAK,PIT,1,0,12,93,2,2,4,1,4,4
2024,2024-04-30,SDN202404300,darvy001,SDN,CIN,1,0,15,70,0,0,3,0,0,3
2024,2024-04-30,SDN202404300,deloe001,SDN,CIN,0,0,2,18,2,2,2,2,0,2
2024,2024-04-30,SDN202404300,farmb001,CIN,SDN,0,0,3,17,1,1,2,0,0,0
2024,2024-04-30,SDN202404300,martn002,CIN,SDN,1,0,15,78,5,3,6,0,1,3
2024,2024-04-30,SDN202404300,matsy001,SDN,CIN,0,0,5,18,0,0,0,0,0,2
2024,2024-04-30,SDN202404300,molls001,CIN,SDN,0,1,3,8,0,0,0,0,0,0
2024,2024-04-30,SDN202404300,morea001,SDN,CIN,0,0,2,11,2,2,3,0,0,1
2024,2024-04-30,SDN202404300,pagae001,CIN,SDN,0,0,3,25,0,0,1,0,1,3
2024,2024-04-30,SDN202404300,suarr002,SDN,CIN,0,1,3,12,0,0,0,0,0,1
2024,2024-04-30,SDN202404300,wilsj004,CIN,SDN,0,0,0,9,0,0,1,0,0,0
2024,2024-04-30,SEA202404300,bumma001,ATL,SEA,0,1,3,14,0,0,1,0,0,1
2024,2024-04-30,SEA202404300,castl003,SEA,ATL,1,0,21,103,0,0,3,0,1,7
2024,2024-04-30,SEA202404300,chavj001,ATL,SEA,0,0,6,27,0,0,0,0,1,3
2024,2024-04-30,SEA202404300,loper003,ATL,SEA,1,0,15,88,3,3,6,1,2,7
2024,2024-04-30,SEA202404300,munoa002,SEA,ATL,0,1,5,27,0,0,1,0,1,3
2024,2024-04-30,SEA202404300,stanr002,SEA,ATL,0,0,1,13,2,1,2,0,0,0
2024,2024-04-30,TEX202404300,barnj002,WAS,TEX,0,0,3,15,1,1,1,0,0,0
2024,2024-04-30,TEX202404300,gorem001,WAS,TEX,1,0,15,91,2,2,5,0,1,7
2024,2024-04-30,TEX202404300,grayj003,TEX,WAS,1,0,24,98,1,1,3,0,0,3
2024,2024-04-30,TEX202404300,raint003,WAS,TEX,0,1,3,35,3,3,3,1,1,2
2024,2024-04-30,TEX202404300,weemj001,WAS,TEX,0,0,3,12,1,1,1,1,0,1
2024,2024-04-30,TEX202404300,winnc001,TEX,WAS,0,1,3,12,0,0,0,0,0,0
2024,2024-04-30,TOR202404300,berrj001,TOR,KCA,1,0,21,92,2,2,5,1,1,3
2024,2024-04-30,TOR202404300,cabrg001,TOR,KCA,0,0,1,5,0,0,1,0,1,0
2024,2024-04-30,TOR202404300,mcarj001,KCA,TOR,0,1,3,17,0,0,0,0,0,1
2024,2024-04-30,TOR202404300,pop-z001,TOR,KCA,0,1,3,9,0,0,0,0,0,1
2024,2024-04-30,TOR202404300,ragac001,KCA,TOR,1,0,20,105,1,1,4,0,3,9
2024,2024-04-30,TOR202404300,schrj001,KCA,TOR,0,0,4,16,0,0,0,0,0,1
2024,2024-04-30,TOR202404300,swane001,TOR,KCA,0,0,2,14,2,2,2,0,0,0
2024,2024-05-01,ANA202405010,alvaj004,PHI,ANA,0,0,3,24,0,0,3,0,0,0
2024,2024-05-01,ANA202405010,cimba001,ANA,PHI,0,0,3,15,0,0,1,0,0,2
2024,2024-05-01,ANA202405010,garcl005,ANA,PHI,0,1,3,15,0,0,1,0,0,2
2024,2024-05-01,ANA202405010,garra001,ANA,PHI,0,0,3,13,0,0,1,0,1,2
2024,2024-05-01,ANA202405010,kerko001,PHI,ANA,0,0,3,22,0,0,0,0,1,2
2024,2024-05-01,ANA202405010,sandp002,ANA,PHI,1,0,15,102,2,2,4,0,2,10
2024,2024-05-01,ANA202405010,sotog003,PHI,ANA,0,1,3,16,0,0,2,0,0,1
2024,2024-05-01,ANA202405010,stram001,PHI,ANA,0,0,3,12,0,0,0,0,0,2
2024,2024-05-01,ANA202405010,strih001,ANA,PHI,0,0,3,15,0,0,0,0,0,2
2024,2024-05-01,ANA202405010,wheez001,PHI,ANA,1,0,15,106,1,1,5,1,1,6
2024,2024-05-01,ARI202405010,allel002,ARI,LAN,0,1,3,13,0,0,0,0,0,1
2024,2024-05-01,ARI202405010,feyej001,LAN,ARI,0,0,5,28,0,0,1,0,1,1
2024,2024-05-01,ARI202405010,hughb002,ARI,LAN,0,0,4,28,0,0,1,0,1,2
2024,2024-05-01,ARI202405010,montj004,ARI,LAN,1,0,9,63,6,6,6,2,3,1
2024,2024-05-01,ARI202405010,varlg001,LAN,ARI,0,1,4,33,0,0,1,0,2,1
2024,2024-05-01,ARI202405010,walsb001,ARI,LAN,0,0,11,79,2,2,3,0,4,5
2024,2024-05-01,ARI202405010,yamay001,LAN,ARI,1,0,18,94,0,0,5,0,2,5
2024,2024-05-01,BAL202405010,baumm001,BAL,NYA,0,0,6,24,0,0,0,0,0,1
2024,2024-05-01,BAL202405010,burnc002,BAL,NYA,1,0,18,95,2,2,4,1,1,6
2024,2024-05-01,BAL202405010,fergc001,NYA,BAL,0,0,2,7,0,0,0,0,0,2
2024,2024-05-01,BAL202405010,gil-l001,NYA,BAL,1,0,19,95,0,0,2,0,1,5
2024,2024-05-01,BAL202405010,hamii001,NYA,BAL,0,0,1,10,0,0,0,0,1,0
2024,2024-05-01,BAL202405010,holmc001,NYA,BAL,0,1,5,23,0,0,1,0,0,3
2024,2024-05-01,BAL202405010,ramiy002,BAL,NYA,0,1,3,10,0,0,0,0,0,1
2024,2024-05-01,BOS202405010,crawk001,BOS,SFN,1,0,21,92,2,2,4,1,2,6
2024,2024-05-01,BOS202405010,jackl001,SFN,BOS,0,0,4,18,0,0,2,0,0,2
2024,2024-05-01,BOS202405010,jeffd001,SFN,BOS,0,0,8,54,4,4,5,0,2,3
2024,2024-05-01,BOS202405010,martc007,BOS,SFN,0,0,3,10,0,0,0,0,0,1
2024,2024-05-01,BOS202405010,mille002,SFN,BOS,1,0,3,18,0,0,0,0,2,1
2024,2024-05-01,BOS202405010,roget001,SFN,BOS,0,0,3,15,1,1,1,0,0,0
2024,2024-05-01,BOS202405010,weisg001,BOS,SFN,0,1,3,13,0,0,1,0,0,1
2024,2024-05-01,BOS202405010,whitm004,SFN,BOS,0,1,6,26,1,1,2,0,0,1
2024,2024-05-01,CHA202405010,bankt001,CHA,MIN,0,0,4,22,2,2,3,0,0,1
